_id,entity_ids,entity
ObjectID(54446959474d79458e26f7e4),"[ { ""$oid"" : ""54446959474d79458e26f7e3"" } ]","cluster"
ObjectID(54446959474d79458e26f7e6),"[ { ""$oid"" : ""54446959474d79458e26f7e5"" } ]","aleppo"
ObjectID(54446959474d79458e26f7e9),"[ { ""$oid"" : ""54446959474d79458e26f7e8"" } ]","heavi"
ObjectID(54446959474d79458e26f7eb),"[ { ""$oid"" : ""54446959474d79458e26f7ea"" } ]","hasakah"
ObjectID(54446959474d79458e26f7ed),"[ { ""$oid"" : ""54446959474d79458e26f7ec"" } ]","islamic_st"
ObjectID(54446959474d79458e26f7f0),"[ { ""$oid"" : ""54446959474d79458e26f7ef"" } ]","syria u"
ObjectID(54446959474d79458e26f7f2),"[ { ""$oid"" : ""54446959474d79458e26f7f1"" } ]","u.s."
ObjectID(54446959474d79458e26f7f5),"[ { ""$oid"" : ""54446959474d79458e26f7f4"" } ]","pray"
ObjectID(54446959474d79458e26f7f7),"[ { ""$oid"" : ""54446959474d79458e26f7f6"" } ]","cri"
ObjectID(54446959474d79458e26f7f9),"[ { ""$oid"" : ""54446959474d79458e26f7f8"" } ]","talk"
ObjectID(54446959474d79458e26f800),"[ { ""$oid"" : ""54446959474d79458e26f7ff"" } ]","yzidi"
ObjectID(54446959474d79458e26f802),"[ { ""$oid"" : ""54446959474d79458e26f801"" } ]","allaaahhhuuuu"
ObjectID(54446959474d79458e26f804),"[ { ""$oid"" : ""54446959474d79458e26f803"" } ]","islamicstate yazidi"
ObjectID(54446959474d79458e26f807),"[ { ""$oid"" : ""54446959474d79458e26f806"" } ]","drone"
ObjectID(54446959474d79458e26f80a),"[ { ""$oid"" : ""54446959474d79458e26f809"" } ]","jazakallahu"
ObjectID(54446959474d79458e26f80c),"[ { ""$oid"" : ""54446959474d79458e26f80b"" } ]","junuds asalamu alaikum"
ObjectID(54446959474d79458e26f810),"[ { ""$oid"" : ""54446959474d79458e26f80f"" } ]","think"
ObjectID(54446959474d79458e26f812),"[ { ""$oid"" : ""54446959474d79458e26f811"" } ]","pbuh"
ObjectID(5444695a474d79458e26f815),"[ { ""$oid"" : ""54446959474d79458e26f814"" } ]","awlaki"
ObjectID(5444695a474d79458e26f817),"[ { ""$oid"" : ""5444695a474d79458e26f816"" } ]","sheikh anwar"
ObjectID(5444695a474d79458e26f81a),"[ { ""$oid"" : ""5444695a474d79458e26f819"" } ]","mosul"
ObjectID(5444695a474d79458e26f81e),"[ { ""$oid"" : ""5444695a474d79458e26f81d"" } ]","syria raqqa report"
ObjectID(5444695a474d79458e26f821),"[ { ""$oid"" : ""5444695a474d79458e26f820"" } ]","britisharmi"
ObjectID(5444695a474d79458e26f823),"[ { ""$oid"" : ""5444695a474d79458e26f822"" } ]","david cameron"
ObjectID(5444695a474d79458e26f826),"[ { ""$oid"" : ""5444695a474d79458e26f825"" } ]","jamesfoley"
ObjectID(5444695a474d79458e26f82a),"[ { ""$oid"" : ""5444695a474d79458e26f829"" } ]","sunnah"
ObjectID(5444695a474d79458e26f82f),"[ { ""$oid"" : ""5444695a474d79458e26f82e"" } ]","yazidi"
ObjectID(5444695a474d79458e26f831),"[ { ""$oid"" : ""5444695a474d79458e26f830"" } ]","kurdish mujahid"
ObjectID(5444695a474d79458e26f834),"[ { ""$oid"" : ""5444695a474d79458e26f833"" } ]","israel"
ObjectID(5444695a474d79458e26f836),"[ { ""$oid"" : ""5444695a474d79458e26f835"" } ]","a_abdallah9"
ObjectID(5444695a474d79458e26f838),"[ { ""$oid"" : ""5444695a474d79458e26f837"" } ]","gaza"
ObjectID(5444695a474d79458e26f83c),"[ { ""$oid"" : ""5444695a474d79458e26f83b"" } ]","america"
ObjectID(5444695a474d79458e26f83f),"[ { ""$oid"" : ""5444695a474d79458e26f83e"" } ]","black war"
ObjectID(5444695a474d79458e26f844),"[ { ""$oid"" : ""5444695a474d79458e26f843"" } ]","fellow muslim"
ObjectID(5444695a474d79458e26f847),"[ { ""$oid"" : ""5444695a474d79458e26f846"" } ]","surat"
ObjectID(5444695a474d79458e26f84e),"[ { ""$oid"" : ""5444695a474d79458e26f84d"" } ]","ummah"
ObjectID(5444695a474d79458e26f853),"[ { ""$oid"" : ""5444695a474d79458e26f852"" } ]","because dua"
ObjectID(5444695a474d79458e26f856),"[ { ""$oid"" : ""5444695a474d79458e26f855"" } ]","alansarialjanab"
ObjectID(5444695b474d79458e26f859),"[ { ""$oid"" : ""5444695b474d79458e26f858"" } ]","someon"
ObjectID(5444695b474d79458e26f85f),"[ { ""$oid"" : ""5444695b474d79458e26f85e"" } ]","burma"
ObjectID(5444695b474d79458e26f861),"[ { ""$oid"" : ""5444695b474d79458e26f860"" } ]","kashmir"
ObjectID(5444695b474d79458e26f863),"[ { ""$oid"" : ""5444695b474d79458e26f862"" } ]","checheya"
ObjectID(5444695b474d79458e26f86a),"[ { ""$oid"" : ""5444695b474d79458e26f869"" } ]","boston"
ObjectID(5444695b474d79458e26f86d),"[ { ""$oid"" : ""5444695b474d79458e26f86c"" } ]","yezidi"
ObjectID(5444695b474d79458e26f86f),"[ { ""$oid"" : ""5444695b474d79458e26f86e"" } ]","lucif"
ObjectID(5444695c474d79458e26f874),"[ { ""$oid"" : ""5444695c474d79458e26f873"" } ]","british eritrean"
ObjectID(5444695c474d79458e26f876),"[ { ""$oid"" : ""5444695c474d79458e26f875"" } ]","bbcafrica"
ObjectID(5444695c474d79458e26f879),"[ { ""$oid"" : ""5444695c474d79458e26f878"" } ]","the fir"
ObjectID(544489c4474d79458e270844),"[ { ""$oid"" : ""544489c4474d79458e270843"" } ]","fall"
ObjectID(544489c4474d79458e270847),"[ { ""$oid"" : ""544489c4474d79458e270846"" } ]","m1a1 abram"
ObjectID(544489c4474d79458e27084a),"[ { ""$oid"" : ""544489c4474d79458e270849"" } ]","rahimakaallah ya osama"
ObjectID(544489c4474d79458e27084d),"[ { ""$oid"" : ""544489c4474d79458e27084c"" } ]","isin669 abu"
ObjectID(544489c4474d79458e27084f),"[ { ""$oid"" : ""544489c4474d79458e27084e"" } ]","ejmalrai"
ObjectID(544489c4474d79458e270852),"[ { ""$oid"" : ""544489c4474d79458e270851"" } ]","alhucemueno"
ObjectID(544489c4474d79458e270855),"[ { ""$oid"" : ""544489c4474d79458e270854"" } ]","abu_muthana"
ObjectID(544489c4474d79458e270859),"[ { ""$oid"" : ""544489c4474d79458e270858"" } ]","god"
ObjectID(544489c4474d79458e27085b),"[ { ""$oid"" : ""544489c4474d79458e27085a"" } ]","abdullah ocalan"
ObjectID(544489c4474d79458e27085d),"[ { ""$oid"" : ""544489c4474d79458e27085c"" } ]","anti_pkk1"
ObjectID(544489c4474d79458e270863),"[ { ""$oid"" : ""544489c4474d79458e270862"" } ]","news_khilafah"
ObjectID(544489c4474d79458e270866),"[ { ""$oid"" : ""544489c4474d79458e270865"" } ]","censored31"
ObjectID(544489c4474d79458e270869),"[ { ""$oid"" : ""544489c4474d79458e270868"" } ]","rt"
ObjectID(544489c4474d79458e27086b),"[ { ""$oid"" : ""544489c4474d79458e27086a"" } ]","break"
ObjectID(544489c4474d79458e27086d),"[ { ""$oid"" : ""544489c4474d79458e27086c"" } ]","johnkassig"
ObjectID(544489c4474d79458e270870),"[ { ""$oid"" : ""544489c4474d79458e27086f"" } ]","nuraldin"
ObjectID(544489c4474d79458e270872),"[ { ""$oid"" : ""544489c4474d79458e270871"" }, { ""$oid"" : ""5444e1ed474d79458e275e25"" } ]","kuffar"
ObjectID(544489c4474d79458e270875),"[ { ""$oid"" : ""544489c4474d79458e270874"" } ]","mig"
ObjectID(544489c4474d79458e270877),"[ { ""$oid"" : ""544489c4474d79458e270876"" } ]","syaaf"
ObjectID(544489c4474d79458e27087b),"[ { ""$oid"" : ""544489c4474d79458e27087a"" } ]","sohr"
ObjectID(544489c4474d79458e27087e),"[ { ""$oid"" : ""544489c4474d79458e27087d"" } ]","iraqi air forc"
ObjectID(544489c5474d79458e270881),"[ { ""$oid"" : ""544489c5474d79458e270880"" } ]","turk"
ObjectID(544489c5474d79458e270883),"[ { ""$oid"" : ""544489c5474d79458e270882"" } ]","abu_umar8246"
ObjectID(544489c5474d79458e270887),"[ { ""$oid"" : ""544489c5474d79458e270886"" } ]","german"
ObjectID(544489c5474d79458e270889),"[ { ""$oid"" : ""544489c5474d79458e270888"" } ]","french"
ObjectID(544489c5474d79458e27088b),"[ { ""$oid"" : ""544489c5474d79458e27088a"" } ]","p_vanostaeyen"
ObjectID(544489c5474d79458e27088e),"[ { ""$oid"" : ""544489c5474d79458e27088d"" } ]","abuhussain104"
ObjectID(544489c5474d79458e270892),"[ { ""$oid"" : ""544489c5474d79458e270891"" } ]","indonesian"
ObjectID(544489c5474d79458e270896),"[ { ""$oid"" : ""544489c5474d79458e270895"" } ]","daish"
ObjectID(544489c5474d79458e270899),"[ { ""$oid"" : ""544489c5474d79458e270898"" } ]","aaronstein1"
ObjectID(544489c5474d79458e27089c),"[ { ""$oid"" : ""544489c5474d79458e27089b"" } ]","ramadi"
ObjectID(544489c5474d79458e27089e),"[ { ""$oid"" : ""544489c5474d79458e27089d"" } ]","rekka_k"
ObjectID(544489c6474d79458e2708a4),"[ { ""$oid"" : ""544489c6474d79458e2708a3"" } ]","markito0171"
ObjectID(544489c6474d79458e2708a6),"[ { ""$oid"" : ""544489c6474d79458e2708a5"" } ]","syria rumor"
ObjectID(544489c6474d79458e2708a9),"[ { ""$oid"" : ""544489c6474d79458e2708a8"" } ]","jongambrellap"
ObjectID(544489c6474d79458e2708ac),"[ { ""$oid"" : ""544489c6474d79458e2708ab"" } ]","ap"
ObjectID(544489c6474d79458e2708ae),"[ { ""$oid"" : ""544489c6474d79458e2708ad"" } ]","manama"
ObjectID(544489c6474d79458e2708b0),"[ { ""$oid"" : ""544489c6474d79458e2708af"" } ]","persian gulf"
ObjectID(544489c6474d79458e2708b2),"[ { ""$oid"" : ""544489c6474d79458e2708b1"" } ]","u.s. navi"
ObjectID(544489c6474d79458e2708b5),"[ { ""$oid"" : ""544489c6474d79458e2708b4"" } ]","sahwa"
ObjectID(544489c6474d79458e2708b7),"[ { ""$oid"" : ""544489c6474d79458e2708b6"" } ]","shami palac"
ObjectID(544489c6474d79458e2708b9),"[ { ""$oid"" : ""544489c6474d79458e2708b8"" } ]","albu risha"
ObjectID(544489c6474d79458e2708bc),"[ { ""$oid"" : ""544489c6474d79458e2708bb"" } ]","british jihadist"
ObjectID(544489c6474d79458e2708be),"[ { ""$oid"" : ""544489c6474d79458e2708bd"" } ]","derek_brow"
ObjectID(544489c6474d79458e2708c1),"[ { ""$oid"" : ""544489c6474d79458e2708c0"" } ]","nasheed saraya dawlati haya"
ObjectID(544489c6474d79458e2708c4),"[ { ""$oid"" : ""544489c6474d79458e2708c3"" } ]","idlib"
ObjectID(544489c6474d79458e2708c6),"[ { ""$oid"" : ""544489c6474d79458e2708c5"" } ]","silqin"
ObjectID(544489c6474d79458e2708c8),"[ { ""$oid"" : ""544489c6474d79458e2708c7"" } ]","abuammaar4"
ObjectID(544489c6474d79458e2708cb),"[ { ""$oid"" : ""544489c6474d79458e2708ca"" } ]","al_furat"
ObjectID(544489c6474d79458e2708cd),"[ { ""$oid"" : ""544489c6474d79458e2708cc"" } ]","hazmnasr"
ObjectID(544489c6474d79458e2708d0),"[ { ""$oid"" : ""544489c6474d79458e2708cf"" } ]","qahtani"
ObjectID(544489c6474d79458e2708d4),"[ { ""$oid"" : ""544489c6474d79458e2708d3"" } ]","brimston"
ObjectID(544489c6474d79458e2708d6),"[ { ""$oid"" : ""544489c6474d79458e2708d5"" } ]","raf akrotiri"
ObjectID(544489c6474d79458e2708d8),"[ { ""$oid"" : ""544489c6474d79458e2708d7"" } ]","rabiyah"
ObjectID(544489c6474d79458e2708db),"[ { ""$oid"" : ""544489c6474d79458e2708da"" } ]","cameron"
ObjectID(544489c6474d79458e2708dd),"[ { ""$oid"" : ""544489c6474d79458e2708dc"" } ]","british citizen il"
ObjectID(544489c7474d79458e2708e0),"[ { ""$oid"" : ""544489c7474d79458e2708df"" } ]","majstar7"
ObjectID(544489c7474d79458e2708e3),"[ { ""$oid"" : ""544489c7474d79458e2708e2"" } ]","daudoo"
ObjectID(544489c7474d79458e2708e5),"[ { ""$oid"" : ""544489c7474d79458e2708e4"" } ]","puntland"
ObjectID(544489c7474d79458e2708e7),"[ { ""$oid"" : ""544489c7474d79458e2708e6"" } ]","col"
ObjectID(544489c7474d79458e2708e9),"[ { ""$oid"" : ""544489c7474d79458e2708e8"" } ]","galgala"
ObjectID(544489c7474d79458e2708ec),"[ { ""$oid"" : ""544489c7474d79458e2708eb"" } ]","albu faraj"
ObjectID(544489c7474d79458e2708f0),"[ { ""$oid"" : ""544489c7474d79458e2708ef"" } ]","amerli"
ObjectID(544489c7474d79458e2708f5),"[ { ""$oid"" : ""544489c7474d79458e2708f4"" } ]","doylech"
ObjectID(544489c7474d79458e2708f8),"[ { ""$oid"" : ""544489c7474d79458e2708f7"" } ]","sophia_mjon"
ObjectID(544489c7474d79458e2708fb),"[ { ""$oid"" : ""544489c7474d79458e2708fa"" } ]","tal"
ObjectID(544489c7474d79458e2708fd),"[ { ""$oid"" : ""544489c7474d79458e2708fc"" } ]","diy"
ObjectID(544489c7474d79458e270900),"[ { ""$oid"" : ""544489c7474d79458e2708ff"" } ]","interior ministri"
ObjectID(544489c7474d79458e270905),"[ { ""$oid"" : ""544489c7474d79458e270904"" } ]","foxnew"
ObjectID(544489c7474d79458e270908),"[ { ""$oid"" : ""544489c7474d79458e270907"" } ]","guess"
ObjectID(54448d8a474d79458e270b87),"[ { ""$oid"" : ""54448d8a474d79458e270b86"" } ]","lion"
ObjectID(54448d8a474d79458e270b89),"[ { ""$oid"" : ""54448d8a474d79458e270b88"" } ]","ummhussain103"
ObjectID(54448d8a474d79458e270b8c),"[ { ""$oid"" : ""54448d8a474d79458e270b8b"" } ]","ayna"
ObjectID(54448d8a474d79458e270b90),"[ { ""$oid"" : ""54448d8a474d79458e270b8f"" } ]","ddos dowla"
ObjectID(54448d8b474d79458e270b94),"[ { ""$oid"" : ""54448d8b474d79458e270b93"" } ]","bayt"
ObjectID(54448d8b474d79458e270b96),"[ { ""$oid"" : ""54448d8b474d79458e270b95"" } ]","makkah"
ObjectID(54448d8b474d79458e270b98),"[ { ""$oid"" : ""54448d8b474d79458e270b97"" } ]","rome"
ObjectID(54448d8b474d79458e270b9e),"[ { ""$oid"" : ""54448d8b474d79458e270b9d"" } ]","surah tawbah"
ObjectID(54448d8b474d79458e270ba1),"[ { ""$oid"" : ""54448d8b474d79458e270ba0"" } ]","inshallah"
ObjectID(54448d8b474d79458e270ba4),"[ { ""$oid"" : ""54448d8b474d79458e270ba3"" } ]","back"
ObjectID(54448d8b474d79458e270ba7),"[ { ""$oid"" : ""54448d8b474d79458e270ba6"" } ]","hell"
ObjectID(54448d8b474d79458e270ba9),"[ { ""$oid"" : ""54448d8b474d79458e270ba8"" } ]","saheeh bukh"
ObjectID(54448d8b474d79458e270bab),"[ { ""$oid"" : ""54448d8b474d79458e270baa"" } ]","jihaad"
ObjectID(54449fac474d79458e2713f1),"[ { ""$oid"" : ""54449fac474d79458e2713f0"" } ]","awliya"
ObjectID(54449fac474d79458e2713f3),"[ { ""$oid"" : ""54449fac474d79458e2713f2"" } ]","animos"
ObjectID(54449fac474d79458e2713f5),"[ { ""$oid"" : ""54449fac474d79458e2713f4"" } ]","shirk"
ObjectID(54449fac474d79458e2713f7),"[ { ""$oid"" : ""54449fac474d79458e2713f6"" } ]","altarefe_en"
ObjectID(54449fac474d79458e2713fa),"[ { ""$oid"" : ""54449fac474d79458e2713f9"" } ]","riba"
ObjectID(54449fac474d79458e2713fd),"[ { ""$oid"" : ""54449fac474d79458e2713fc"" } ]","drawn sword"
ObjectID(54449fac474d79458e2713ff),"[ { ""$oid"" : ""54449fac474d79458e2713fe"" } ]","maqdisi"
ObjectID(54449fac474d79458e271401),"[ { ""$oid"" : ""54449fac474d79458e271400"" } ]","ibnnabih"
ObjectID(54449fac474d79458e271405),"[ { ""$oid"" : ""54449fac474d79458e271404"" } ]","jabhat"
ObjectID(54449fac474d79458e271407),"[ { ""$oid"" : ""54449fac474d79458e271406"" } ]","qalamoun"
ObjectID(54449fac474d79458e27140b),"[ { ""$oid"" : ""54449fac474d79458e27140a"" } ]","malala"
ObjectID(54449fac474d79458e27140d),"[ { ""$oid"" : ""54449fac474d79458e27140c"" } ]","pakstani"
ObjectID(54449fac474d79458e27140f),"[ { ""$oid"" : ""54449fac474d79458e27140e"" } ]","waziristan"
ObjectID(54449fac474d79458e271412),"[ { ""$oid"" : ""54449fac474d79458e271411"" } ]","junubi"
ObjectID(54449fac474d79458e271414),"[ { ""$oid"" : ""54449fac474d79458e271413"" } ]","khalid_maghrebi"
ObjectID(54449fac474d79458e271416),"[ { ""$oid"" : ""54449fac474d79458e271415"" } ]","jabhat nusra hama"
ObjectID(54449fac474d79458e271419),"[ { ""$oid"" : ""54449fac474d79458e271418"" } ]","s7bhijratain3"
ObjectID(54449fac474d79458e27141b),"[ { ""$oid"" : ""54449fac474d79458e27141a"" } ]","rasoolullah"
ObjectID(54449fac474d79458e27141e),"[ { ""$oid"" : ""54449fac474d79458e27141d"" } ]","letteredowl"
ObjectID(54449fac474d79458e271420),"[ { ""$oid"" : ""54449fac474d79458e27141f"" } ]","ukrain"
ObjectID(54449fac474d79458e271422),"[ { ""$oid"" : ""54449fac474d79458e271421"" } ]","jabhat ansrdin"
ObjectID(54449fac474d79458e271424),"[ { ""$oid"" : ""54449fac474d79458e271423"" } ]","abu musa"
ObjectID(54449fac474d79458e271426),"[ { ""$oid"" : ""54449fac474d79458e271425"" } ]","handarat aleppo syria"
ObjectID(54449fac474d79458e271429),"[ { ""$oid"" : ""54449fac474d79458e271428"" } ]","abujamajem"
ObjectID(54449fac474d79458e27142b),"[ { ""$oid"" : ""54449fac474d79458e27142a"" } ]","nusra"
ObjectID(54449fac474d79458e271433),"[ { ""$oid"" : ""54449fac474d79458e271432"" } ]","eid mubarak"
ObjectID(54449fac474d79458e271435),"[ { ""$oid"" : ""54449fac474d79458e271434"" } ]","eid khutba"
ObjectID(54449fac474d79458e271437),"[ { ""$oid"" : ""54449fac474d79458e271436"" } ]","some_muslim"
ObjectID(54449fac474d79458e271439),"[ { ""$oid"" : ""54449fac474d79458e271438"" } ]","zarqawi"
ObjectID(54449fac474d79458e27143c),"[ { ""$oid"" : ""54449fac474d79458e27143b"" } ]","muhajirishaam01"
ObjectID(54449fac474d79458e27143f),"[ { ""$oid"" : ""54449fac474d79458e27143e"" } ]","quraan"
ObjectID(54449fad474d79458e271443),"[ { ""$oid"" : ""54449fad474d79458e271442"" } ]","shaykh abu muhammad jawlani"
ObjectID(54449fad474d79458e27144a),"[ { ""$oid"" : ""54449fad474d79458e271449"" } ]","fatih"
ObjectID(54449fad474d79458e27144c),"[ { ""$oid"" : ""54449fad474d79458e27144b"" } ]","sacrific"
ObjectID(54449fad474d79458e27144e),"[ { ""$oid"" : ""54449fad474d79458e27144d"" } ]","jawlani"
ObjectID(54449fad474d79458e271450),"[ { ""$oid"" : ""54449fad474d79458e27144f"" } ]","saqransaar"
ObjectID(54449fad474d79458e271452),"[ { ""$oid"" : ""54449fad474d79458e271451"" } ]","integr"
ObjectID(54449fad474d79458e271454),"[ { ""$oid"" : ""54449fad474d79458e271453"" } ]","easy english"
ObjectID(54449fad474d79458e271457),"[ { ""$oid"" : ""54449fad474d79458e271456"" } ]","taimiyyah"
ObjectID(54449fad474d79458e271459),"[ { ""$oid"" : ""54449fad474d79458e271458"" } ]","shaykh jawlani"
ObjectID(54449fad474d79458e27145c),"[ { ""$oid"" : ""54449fad474d79458e27145b"" }, { ""$oid"" : ""544506c7474d79458e27861c"" } ]","emir"
ObjectID(54449fad474d79458e27145e),"[ { ""$oid"" : ""54449fad474d79458e27145d"" } ]","full audio"
ObjectID(54449fad474d79458e271460),"[ { ""$oid"" : ""54449fad474d79458e27145f"" } ]","jabhatalnusra sheikh fatih"
ObjectID(54449fad474d79458e271462),"[ { ""$oid"" : ""54449fad474d79458e271461"" } ]","alnusra313"
ObjectID(54449fad474d79458e271465),"[ { ""$oid"" : ""54449fad474d79458e271464"" } ]","moazzambegg"
ObjectID(54449fad474d79458e271469),"[ { ""$oid"" : ""54449fad474d79458e271468"" } ]","abuyehyaalshami"
ObjectID(54449fad474d79458e27146c),"[ { ""$oid"" : ""54449fad474d79458e27146b"" } ]","jihadnews13"
ObjectID(54449fad474d79458e27146e),"[ { ""$oid"" : ""54449fad474d79458e27146d"" } ]","shaykh nasr"
ObjectID(54449fad474d79458e271472),"[ { ""$oid"" : ""54449fad474d79458e271471"" } ]","syriadirect"
ObjectID(54449fad474d79458e271474),"[ { ""$oid"" : ""54449fad474d79458e271473"" } ]","aleppo media c"
ObjectID(54449fad474d79458e271477),"[ { ""$oid"" : ""54449fad474d79458e271476"" } ]","abusulayman321"
ObjectID(54449fad474d79458e271479),"[ { ""$oid"" : ""54449fad474d79458e271478"" } ]","abdullah"
ObjectID(54449fad474d79458e27147b),"[ { ""$oid"" : ""54449fad474d79458e27147a"" } ]","hawalah al"
ObjectID(54449fae474d79458e27147e),"[ { ""$oid"" : ""54449fae474d79458e27147d"" } ]","amiralmujahida"
ObjectID(54449fae474d79458e271480),"[ { ""$oid"" : ""54449fae474d79458e27147f"" } ]","turki"
ObjectID(54449fae474d79458e271482),"[ { ""$oid"" : ""54449fae474d79458e271481"" } ]","jabhatunusra amaz"
ObjectID(54449fae474d79458e271485),"[ { ""$oid"" : ""54449fae474d79458e271484"" } ]","qaatil23"
ObjectID(54449fae474d79458e271488),"[ { ""$oid"" : ""54449fae474d79458e271487"" } ]","ameen"
ObjectID(54449fae474d79458e27148a),"[ { ""$oid"" : ""54449fae474d79458e271489"" } ]","onthatpath3"
ObjectID(54449fae474d79458e27148d),"[ { ""$oid"" : ""54449fae474d79458e27148c"" } ]","shaykh"
ObjectID(54449fae474d79458e27148f),"[ { ""$oid"" : ""54449fae474d79458e27148e"" } ]","fatih abu mohammed jowlani"
ObjectID(54449fae474d79458e271494),"[ { ""$oid"" : ""54449fae474d79458e271493"" } ]","trumpet"
ObjectID(54449fae474d79458e27149c),"[ { ""$oid"" : ""54449fae474d79458e27149b"" } ]","tot"
ObjectID(54449fae474d79458e27149e),"[ { ""$oid"" : ""54449fae474d79458e27149d"" } ]","submiss"
ObjectID(54449fae474d79458e2714a1),"[ { ""$oid"" : ""54449fae474d79458e2714a0"" } ]","haqq"
ObjectID(54449fae474d79458e2714a6),"[ { ""$oid"" : ""54449fae474d79458e2714a5"" } ]","afghani"
ObjectID(54449faf474d79458e2714aa),"[ { ""$oid"" : ""54449faf474d79458e2714a9"" } ]","khorasan group"
ObjectID(54449faf474d79458e2714ac),"[ { ""$oid"" : ""54449faf474d79458e2714ab"" } ]","justify bombing syria"
ObjectID(54449faf474d79458e2714ae),"[ { ""$oid"" : ""54449faf474d79458e2714ad"" } ]","fake terror threat"
ObjectID(54449faf474d79458e2714b1),"[ { ""$oid"" : ""54449faf474d79458e2714b0"" } ]","aq khurasan"
ObjectID(54449faf474d79458e2714b3),"[ { ""$oid"" : ""54449faf474d79458e2714b2"" } ]","afpak"
ObjectID(54449faf474d79458e2714b5),"[ { ""$oid"" : ""54449faf474d79458e2714b4"" } ]","nice"
ObjectID(54449faf474d79458e2714b8),"[ { ""$oid"" : ""54449faf474d79458e2714b7"" } ]","don"
ObjectID(54449faf474d79458e2714ba),"[ { ""$oid"" : ""54449faf474d79458e2714b9"" } ]","pentagon"
ObjectID(54449faf474d79458e2714bd),"[ { ""$oid"" : ""54449faf474d79458e2714bc"" } ]","dod"
ObjectID(54449faf474d79458e2714c0),"[ { ""$oid"" : ""54449faf474d79458e2714bf"" } ]","because raslullah"
ObjectID(54449faf474d79458e2714c2),"[ { ""$oid"" : ""54449faf474d79458e2714c1"" } ]","khorasanwit"
ObjectID(54449faf474d79458e2714c5),"[ { ""$oid"" : ""54449faf474d79458e2714c4"" } ]","jan"
ObjectID(54449faf474d79458e2714c7),"[ { ""$oid"" : ""54449faf474d79458e2714c6"" } ]","brown_mos"
ObjectID(54449faf474d79458e2714c9),"[ { ""$oid"" : ""54449faf474d79458e2714c8"" } ]","centcom"
ObjectID(54449faf474d79458e2714cc),"[ { ""$oid"" : ""54449faf474d79458e2714cb"" } ]","drabbaskhan"
ObjectID(54449faf474d79458e2714ce),"[ { ""$oid"" : ""54449faf474d79458e2714cd"" } ]","callofmercy1435"
ObjectID(54449faf474d79458e2714d1),"[ { ""$oid"" : ""54449faf474d79458e2714d0"" } ]","shaykh abu fira"
ObjectID(54449faf474d79458e2714d4),"[ { ""$oid"" : ""54449faf474d79458e2714d3"" } ]","erbil"
ObjectID(54449faf474d79458e2714d6),"[ { ""$oid"" : ""54449faf474d79458e2714d5"" } ]","iranian"
ObjectID(54449faf474d79458e2714d9),"[ { ""$oid"" : ""54449faf474d79458e2714d8"" } ]","jabal"
ObjectID(54449faf474d79458e2714dd),"[ { ""$oid"" : ""54449faf474d79458e2714dc"" } ]","khorasan"
ObjectID(54449faf474d79458e2714df),"[ { ""$oid"" : ""54449faf474d79458e2714de"" } ]","state depart"
ObjectID(54449faf474d79458e2714e2),"[ { ""$oid"" : ""54449faf474d79458e2714e1"" } ]","jund"
ObjectID(54449faf474d79458e2714e5),"[ { ""$oid"" : ""54449faf474d79458e2714e4"" } ]","misguid"
ObjectID(54449faf474d79458e2714e7),"[ { ""$oid"" : ""54449faf474d79458e2714e6"" } ]","saraqeb"
ObjectID(54449fb0474d79458e2714eb),"[ { ""$oid"" : ""54449fb0474d79458e2714ea"" } ]","mohammedghazz"
ObjectID(54449fb0474d79458e2714ed),"[ { ""$oid"" : ""54449fb0474d79458e2714ec"" } ]","expect"
ObjectID(54449fb0474d79458e2714ef),"[ { ""$oid"" : ""54449fb0474d79458e2714ee"" } ]","btw"
ObjectID(54449fb0474d79458e2714f1),"[ { ""$oid"" : ""54449fb0474d79458e2714f0"" } ]","lattakia"
ObjectID(54449fb0474d79458e2714f4),"[ { ""$oid"" : ""54449fb0474d79458e2714f3"" }, { ""$oid"" : ""5444cf43474d79458e2742d5"" } ]","junud"
ObjectID(54449fb0474d79458e2714f6),"[ { ""$oid"" : ""54449fb0474d79458e2714f5"" } ]","amir muslim"
ObjectID(54449fb0474d79458e2714f9),"[ { ""$oid"" : ""54449fb0474d79458e2714f8"" } ]","belgium"
ObjectID(54449fb0474d79458e2714fb),"[ { ""$oid"" : ""54449fb0474d79458e2714fa"" } ]","denmark"
